日期,Close,Open,High,Low,Volume,rate
2016年3月3日,71.02,71.31,72.59,70.46,11.60M,-0.32%
2016年3月2日,71.25,72.04,72.04,70.75,10.50M,0.55%
2016年3月1日,70.86,70.02,71.84,69.86,14.01M,2.98%
2016年2月29日,68.81,67.64,70.58,67.56,17.98M,2.84%
2016年2月26日,66.91,68.09,68.83,66.86,12.08M,0.38%
2016年2月25日,66.66,65.67,66.72,64.66,14.69M,-0.85%
2016年2月24日,67.23,66.17,67.69,65.21,10.78M,0.39%
2016年2月23日,66.97,68.5,68.66,66.47,12.93M,-2.72%
2016年2月22日,68.84,68.3,69.53,67.98,13.41M,2.32%
2016年2月19日,67.28,66.8,67.75,66.09,12.33M,1.14%
2016年2月18日,66.52,67,68.5,66.23,14.55M,0.21%
2016年2月17日,66.38,67.17,67.39,65.68,14.46M,0.14%
2016年2月16日,66.29,64.42,66.89,64.04,21.74M,8.87%
2016年2月12日,60.89,61.27,62.78,60.28,13.67M,0.53%
2016年2月11日,60.57,60.25,61.63,59.85,15.01M,-1.96%
2016年2月10日,61.78,61.9,63.09,60.87,9.00M,0.64%
2016年2月9日,61.39,60.11,62.22,59.25,12.74M,0.47%
2016年2月8日,61.1,60.9,62.05,60.45,16.16M,-2.46%
2016年2月5日,62.64,64.71,64.86,62.18,12.84M,-3.42%
2016年2月4日,64.86,64.33,65.72,63.1,22.91M,2.24%
2016年2月3日,63.44,65.6,65.73,60.87,31.92M,-2.53%
2016年2月2日,65.09,67.05,67.74,64.66,19.15M,-2.89%
2016年2月1日,67.03,66.5,67.7,65.35,16.21M,0.00%
2016年1月29日,67.03,67.98,68.93,65.4,25.59M,0.16%
2016年1月28日,66.92,72.55,73.15,66.67,33.17M,-3.77%
2016年1月27日,69.54,69.96,71.42,68.75,18.26M,-0.33%
2016年1月26日,69.77,69.01,70.19,68.88,11.47M,0.07%
2016年1月25日,69.72,70.8,70.8,69.02,14.78M,-0.92%
2016年1月22日,70.37,72.51,73.34,69.89,15.83M,-0.49%
2016年1月21日,70.72,68.78,71.65,67.14,16.58M,2.93%
2016年1月20日,68.71,68.03,69.11,65.34,19.46M,-2.02%
2016年1月19日,70.13,71.94,72.31,69.81,17.42M,0.78%
2016年1月15日,69.59,68.7,71,67.54,20.72M,-3.68%
2016年1月14日,72.25,70.29,72.72,68.27,17.72M,2.79%
2016年1月13日,70.29,72.77,73.24,70.22,12.48M,-3.29%
2016年1月12日,72.68,71.45,72.77,71,13.46M,3.95%
2016年1月11日,69.92,71.29,71.73,69.02,16.96M,-1.24%
2016年1月8日,70.8,74.33,74.66,70.67,20.81M,-2.64%
2016年1月7日,72.72,73.29,75.5,71.54,27.29M,-5.96%
2016年1月6日,77.33,77.12,78.48,76.97,11.57M,-1.65%
2016年1月5日,78.63,77.92,78.68,77.26,14.26M,2.53%
2016年1月4日,76.69,78.18,78.31,75.18,23.07M,-5.64%
2015年12月31日,81.27,81.48,82.17,81.25,6.74M,-0.50%
2015年12月30日,81.68,82.95,83.11,81.5,6.98M,-1.90%
2015年12月29日,83.26,82.5,83.51,82.41,6.94M,1.36%
2015年12月28日,82.14,82.56,82.75,81.52,9.32M,-1.88%
2015年12月24日,83.71,84.56,84.8,83.41,3.78M,-1.29%
2015年12月23日,84.8,85.05,85.09,83.72,11.24M,-0.05%
2015年12月22日,84.84,82.89,85.1,82.89,12.78M,2.38%
2015年12月21日,82.87,83.15,83.73,82.43,8.09M,0.27%
2015年12月18日,82.65,83.2,83.75,82.03,12.17M,-1.09%
2015年12月17日,83.56,85,85.32,82.85,13.00M,-1.26%
2015年12月16日,84.63,83.3,85.05,83,16.58M,2.59%
2015年12月15日,82.49,81.06,83.39,80.9,13.05M,2.38%
2015年12月14日,80.57,80.15,80.76,78.99,12.08M,1.04%
2015年12月11日,79.74,82.85,83.05,79.42,20.79M,-5.44%
2015年12月10日,84.33,83.34,84.34,82.85,10.47M,1.09%
2015年12月9日,83.42,84.37,85.2,82.97,21.92M,-1.14%
2015年12月8日,84.38,82.77,84.67,82.61,14.67M,-0.45%
2015年12月7日,84.76,84.8,85.13,84.2,11.88M,-0.11%
2015年12月4日,84.85,82.58,85,82.42,15.55M,2.74%
2015年12月3日,82.59,85.05,85.1,82.1,23.03M,-2.84%
2015年12月2日,85,84.27,85.82,84.25,36.61M,1.19%
2015年12月1日,84,83.77,84.39,83.5,26.24M,-0.10%
2015年11月30日,84.08,81.5,84.47,81.38,97.91M,3.32%
2015年11月27日,81.38,80.57,81.41,79.28,12.60M,-0.40%
2015年11月25日,81.71,80.91,82.67,80.82,16.33M,1.05%
2015年11月24日,80.86,80.85,81.11,79.27,15.28M,-0.55%
2015年11月23日,81.31,80.45,82.19,79.97,18.77M,1.70%
2015年11月20日,79.95,78.44,80.78,78.4,21.03M,2.67%
2015年11月19日,77.87,78.06,79.15,77.4,15.69M,0.23%
2015年11月18日,77.69,78.25,78.31,76.15,16.74M,-0.56%
2015年11月17日,78.13,78.9,79.14,77.47,12.47M,-0.22%
2015年11月16日,78.3,75.83,78.75,75.77,17.05M,3.23%
2015年11月13日,75.85,77.15,78,75.64,24.24M,-3.69%
2015年11月12日,78.76,78.99,80.5,78.45,18.84M,-1.37%
2015年11月11日,79.85,82.28,82.49,78.12,29.64M,-1.94%
2015年11月10日,81.43,81.1,82.43,79.62,22.00M,0.06%
2015年11月9日,81.38,83.44,83.47,80.22,19.09M,-2.67%
2015年11月6日,83.61,85.53,86.35,80.77,38.53M,-2.07%
2015年11月5日,85.38,85.22,86.42,84.2,20.66M,-0.02%
2015年11月4日,85.4,84.45,85.6,84.03,23.73M,2.35%
2015年11月3日,83.44,84,84.59,83.13,11.64M,-1.08%
2015年11月2日,84.35,83.52,84.83,82.75,13.83M,0.62%
2015年10月30日,83.83,82.7,84.44,82.6,20.74M,1.96%
2015年10月29日,82.22,81.97,82.53,80.82,16.43M,-0.16%
2015年10月28日,82.35,79.48,82.55,79.2,25.03M,3.66%
2015年10月27日,79.44,82.11,82.79,78.25,50.82M,4.05%
2015年10月26日,76.35,75.44,77.42,75.13,24.82M,0.97%
2015年10月23日,75.62,73.98,75.76,72.84,22.51M,6.52%
2015年10月22日,70.99,70.16,71.63,70.07,10.81M,2.17%
2015年10月21日,69.48,71.66,71.79,68.89,16.86M,-3.22%
2015年10月20日,71.79,72.99,73,71.55,11.09M,-1.18%
2015年10月19日,72.65,71.8,73,71.52,10.89M,0.92%
2015年10月16日,71.99,72.5,73.64,71.21,15.95M,0.29%
2015年10月15日,71.78,69.34,72.44,69.26,18.20M,4.73%
2015年10月14日,68.54,69.5,69.7,67.42,12.29M,-1.64%
2015年10月13日,69.68,69.49,70.32,68.38,13.05M,-0.88%
2015年10月12日,70.3,69.64,70.47,69,15.55M,2.31%
2015年10月9日,68.71,68.2,69.45,67.31,14.76M,1.49%
2015年10月8日,67.7,66.04,68.41,65.96,18.67M,2.14%
2015年10月7日,66.28,64.84,66.66,64.38,15.80M,3.69%
2015年10月6日,63.92,63.72,64.73,63.28,9.62M,-0.02%
2015年10月5日,63.93,63.47,64.78,62.2,13.58M,1.16%
2015年10月2日,63.2,58.36,63.24,58.2,22.36M,7.36%
2015年10月1日,58.87,59.5,59.83,58.23,8.15M,-0.17%
2015年9月30日,58.97,58.87,60.08,58.35,16.77M,1.99%
2015年9月29日,57.82,57.3,58.65,57.2,16.77M,0.75%
2015年9月28日,57.39,58.81,60.12,57.31,20.66M,-3.12%
2015年9月25日,59.24,60.63,60.84,58.92,17.01M,-1.13%
2015年9月24日,59.92,59.42,60.34,58.21,20.65M,-0.13%
2015年9月23日,60,61.96,62.3,59.68,22.68M,-3.07%
2015年9月22日,61.9,62.94,63.27,61.58,14.90M,-3.13%
2015年9月21日,63.9,65.38,66.4,62.96,22.36M,-2.81%
2015年9月18日,65.75,65.4,65.75,64.01,20.13M,-0.38%
2015年9月17日,66,66.41,66.65,65.6,16.59M,-1.83%
2015年9月16日,67.23,65.61,68.08,65.26,25.80M,3.67%
2015年9月15日,64.85,61.45,65.36,61.11,29.04M,3.59%
2015年9月14日,62.6,62.55,63.26,61.48,26.76M,-3.14%
2015年9月11日,64.63,63.37,64.79,62.7,17.75M,1.25%
2015年9月10日,63.83,63.52,64.25,63.34,13.28M,-0.33%
2015年9月9日,64.04,62.73,64.67,62.53,33.15M,5.14%
2015年9月8日,60.91,65.78,66.81,60.25,50.33M,-4.69%
2015年9月4日,63.91,65.41,65.57,63.34,18.19M,-3.85%
2015年9月3日,66.47,65.82,66.89,65.41,15.80M,1.42%
2015年9月2日,65.54,65.69,66,64.97,13.38M,1.10%
2015年9月1日,64.83,64.38,66.84,64.05,23.46M,-1.95%
2015年8月31日,66.12,69.18,69.3,66.02,18.48M,-5.64%
2015年8月28日,70.07,69.68,70.5,69.05,10.60M,-1.09%
2015年8月27日,70.84,70.84,71.59,70.02,18.12M,3.18%
2015年8月26日,68.66,68.95,69.45,65.75,26.39M,0.13%
2015年8月25日,68.57,68.84,70.33,67.49,29.95M,4.21%
2015年8月24日,65.8,58.16,67.48,58,31.38M,-3.49%
2015年8月21日,68.18,69.32,70.66,68.18,29.13M,-3.04%
2015年8月20日,70.32,71.98,72.78,70.03,21.00M,-3.83%
2015年8月19日,73.12,73.15,73.56,72.81,18.18M,-1.03%
2015年8月18日,73.88,74.05,75.13,73.73,11.16M,-1.74%
2015年8月17日,75.19,74.85,75.24,74.16,12.68M,0.58%
2015年8月14日,74.76,74.53,75.49,74.46,12.37M,-0.47%
2015年8月13日,75.11,74,76.73,73.66,23.23M,2.36%
2015年8月12日,73.38,72.32,73.85,71.03,41.19M,-5.12%
2015年8月11日,77.34,79.48,80,76.15,22.98M,-3.89%
2015年8月10日,80.47,79.86,80.99,79.5,11.28M,2.09%
2015年8月7日,78.82,79.65,80.2,78.66,8.74M,-0.18%
2015年8月6日,78.96,79.85,80.75,78.64,9.30M,-1.08%
2015年8月5日,79.82,79.59,80.42,79.48,7.50M,1.20%
2015年8月4日,78.87,78.07,79.35,77.8,8.50M,1.13%
2015年8月3日,77.99,78.2,78.5,77.11,9.28M,-0.45%
2015年7月31日,78.34,79.85,79.91,78.2,12.69M,-2.03%
2015年7月30日,79.96,80.11,80.64,79.45,6.93M,-0.37%
2015年7月29日,80.26,80.98,81.37,80.01,7.18M,-0.37%
2015年7月28日,80.56,80.67,80.8,79.25,12.12M,-1.03%
2015年7月27日,81.4,80.85,81.7,79.68,12.19M,-1.95%
2015年7月24日,83.02,85.17,85.38,82.65,8.76M,-1.03%
2015年7月23日,83.88,84.66,84.97,83.25,7.45M,-0.32%
2015年7月22日,84.15,82.16,84.75,82,11.21M,1.95%
2015年7月21日,82.54,83.11,83.25,82.22,5.75M,-0.16%
2015年7月20日,82.67,83.56,83.68,82.05,8.13M,-0.83%
2015年7月17日,83.36,81.99,83.7,81.58,14.51M,2.24%
2015年7月16日,81.53,81.39,82,80.9,8.60M,0.99%
2015年7月15日,80.73,80.9,81.5,80.21,9.51M,-0.94%
2015年7月14日,81.5,81.58,82.02,81.13,7.52M,-0.44%
2015年7月13日,81.86,80.92,82.2,80.7,10.35M,1.94%
2015年7月10日,80.3,81.13,81.2,79.84,11.22M,1.59%
2015年7月9日,79.04,80.93,81.19,79.04,19.78M,1.41%
2015年7月8日,77.94,76.58,78.79,76.22,22.71M,-2.11%
2015年7月7日,79.62,79.45,79.79,76.21,34.22M,-0.76%
2015年7月6日,80.23,80.56,81.5,80.12,11.86M,-2.24%
2015年7月2日,82.07,82.12,82.32,81.78,6.76M,-0.47%
2015年7月1日,82.46,82.6,83,81.99,5.95M,0.23%
2015年6月30日,82.27,82.58,83.69,81.96,12.62M,1.48%
2015年6月29日,81.07,81.64,82.88,80.8,15.20M,-2.65%
2015年6月26日,83.28,84.63,84.65,82.82,12.67M,-2.30%
2015年6月25日,85.24,85.47,85.6,84.9,8.95M,0.08%
2015年6月24日,85.17,85.16,85.81,84.85,9.43M,0.11%
2015年6月23日,85.08,85.98,86.34,84.83,11.41M,-0.70%
2015年6月22日,85.68,86.07,86.4,85.58,7.15M,-0.07%
2015年6月19日,85.74,86.51,86.6,85.17,10.32M,-1.16%
2015年6月18日,86.75,86.97,87.59,86.32,11.74M,-0.06%
2015年6月17日,86.8,86.58,87.8,86.48,10.24M,0.82%
2015年6月16日,86.09,86,86.7,85.61,10.97M,-0.03%
2015年6月15日,86.12,86.3,87.17,86.05,10.23M,-0.59%
2015年6月12日,86.63,87.42,87.79,86.48,9.98M,-0.67%
2015年6月11日,87.21,89.03,89.48,87.1,13.72M,-1.90%
2015年6月10日,88.9,87.7,88.99,87.2,12.55M,1.51%
2015年6月9日,87.58,88.04,88.18,86.12,16.08M,-0.80%
2015年6月8日,88.29,90.65,91.6,88.24,15.70M,-2.67%
2015年6月5日,90.71,90.46,91.6,90.46,11.35M,0.13%
2015年6月4日,90.59,90.71,91.41,90.27,8.69M,-0.22%
2015年6月3日,90.79,90.73,91.04,89.9,9.43M,0.31%
2015年6月2日,90.51,90.55,91.54,90.19,9.87M,-0.30%
2015年6月1日,90.78,90.09,90.99,89.49,9.91M,1.63%
2015年5月29日,89.32,91.35,91.5,89.32,13.89M,-1.79%
2015年5月28日,90.95,91.69,91.93,90.58,14.21M,-1.78%
2015年5月27日,92.6,92.22,92.99,91.6,9.52M,0.09%
2015年5月26日,92.52,93.65,93.92,91.55,15.67M,-0.80%
2015年5月22日,93.27,94.28,95.06,93.19,22.18M,-0.65%
2015年5月21日,93.88,91.35,94.77,90.92,40.73M,3.51%
2015年5月20日,90.7,88.14,90.8,87.3,29.81M,2.82%
2015年5月19日,88.21,86.99,88.8,86.47,20.73M,1.26%
2015年5月18日,87.11,87.61,87.93,86.61,13.49M,-1.53%
2015年5月15日,88.46,88.51,88.96,88.05,13.42M,0.07%
2015年5月14日,88.4,87.74,88.48,87.53,12.09M,0.99%
2015年5月13日,87.53,87.08,88.47,87,19.02M,0.88%
2015年5月12日,86.77,87.05,87.5,86.14,16.08M,0.06%
2015年5月11日,86.72,86.7,87.67,86.06,19.78M,-0.39%
2015年5月8日,87.06,87.82,88.27,86.89,30.14M,1.23%
2015年5月7日,86,88.83,89.29,84.91,69.45M,7.50%
2015年5月6日,80,79.65,80.85,79.51,24.95M,0.58%
2015年5月5日,79.54,80.44,80.9,77.77,32.66M,-1.30%
2015年5月4日,80.59,81.17,81.56,80.12,21.55M,-0.71%
2015年5月1日,81.17,81.03,82.25,80.11,17.91M,-0.15%
2015年4月30日,81.29,82.22,82.65,80.44,14.21M,-1.41%
2015年4月29日,82.45,84.06,84.4,81.64,21.10M,-3.09%
2015年4月28日,85.08,85.54,85.57,83.82,11.11M,0.21%
2015年4月27日,84.9,85.53,86.27,84.65,17.43M,0.39%
2015年4月24日,84.57,82.88,84.99,82.8,21.06M,2.78%
2015年4月23日,82.28,81.88,82.75,81.62,11.48M,0.28%
2015年4月22日,82.05,82.78,82.84,81.52,13.32M,-0.45%
2015年4月21日,82.42,82.86,82.92,82.14,10.06M,0.27%
2015年4月20日,82.2,82.25,82.69,81.52,13.47M,0.37%
2015年4月17日,81.9,83.08,83.25,81.61,22.79M,-2.57%
2015年4月16日,84.06,85.15,85.4,83.89,12.05M,-0.72%
2015年4月15日,84.67,85.08,85.36,84.16,12.23M,-0.39%
2015年4月14日,85,84.63,85.13,83.53,11.82M,0.85%
2015年4月13日,84.28,85.16,85.71,83.82,15.80M,-0.35%
2015年4月10日,84.58,86.68,86.69,84.15,18.30M,-1.81%
2015年4月9日,86.14,87.03,87.69,85.2,27.80M,0.88%
2015年4月8日,85.39,83.3,85.54,83.07,26.16M,3.87%
2015年4月7日,82.21,81.94,82.95,81.88,9.44M,0.48%
2015年4月6日,81.82,82.05,82.59,81.61,12.81M,-0.56%
2015年4月2日,82.28,82.88,83,81.25,19.87M,-0.10%
2015年4月1日,82.36,83.37,83.72,82.18,14.90M,-1.06%
2015年3月31日,83.24,83.64,84.45,83.2,11.81M,-0.79%
2015年3月30日,83.9,85.03,85.15,83.75,10.02M,-0.80%
2015年3月27日,84.58,84.78,85.15,83.34,9.70M,0.49%
2015年3月26日,84.17,83.2,85,82.96,12.21M,0.50%
2015年3月25日,83.75,83.94,84.48,82.67,13.51M,0.14%
2015年3月24日,83.63,84.35,84.5,82.39,14.55M,-0.74%
2015年3月23日,84.25,85.25,85.53,84.21,11.18M,-1.12%
2015年3月20日,85.2,86.33,86.8,85.09,21.18M,-0.63%
2015年3月19日,85.74,85.11,87.04,85,30.45M,1.36%
2015年3月18日,84.59,83.87,85.95,83.3,35.66M,0.11%
2015年3月17日,84.5,84.01,85.1,83.51,17.64M,0.60%
2015年3月16日,84,82.01,85.2,81.94,16.91M,2.61%
2015年3月13日,81.86,81.8,81.92,80.77,12.66M,-0.07%
2015年3月12日,81.92,82.1,82.9,81.53,11.23M,-0.09%
2015年3月11日,81.99,83,83.38,81.19,12.77M,-1.18%
2015年3月10日,82.97,81.09,83.15,80.65,13.82M,0.53%
2015年3月9日,82.53,84.35,84.35,81.48,17.62M,-2.22%
2015年3月6日,84.4,85.74,86,84.05,10.67M,-1.97%
2015年3月5日,86.1,85.75,86.27,84.01,18.51M,0.71%
2015年3月4日,85.49,80.27,85.83,80.17,36.61M,4.79%
2015年3月3日,81.58,82.95,83.25,80.03,39.25M,-2.88%
2015年3月2日,84,85,85.02,83.75,11.21M,-1.32%
2015年2月27日,85.12,85.95,86.56,85,8.38M,-0.29%
2015年2月26日,85.37,86.92,87.16,85.2,8.76M,-0.95%
2015年2月25日,86.19,84.38,86.83,84.36,13.65M,1.77%
2015年2月24日,84.69,85.53,85.53,83.88,15.85M,-0.91%
2015年2月23日,85.47,86.51,86.68,85.25,9.37M,-1.35%
2015年2月20日,86.64,87.25,87.29,86.38,7.82M,-0.29%
2015年2月19日,86.89,86.81,87.87,86.71,7.60M,0.17%
2015年2月18日,86.74,87.1,87.43,86.5,7.42M,-0.13%
2015年2月17日,86.85,88.78,88.99,86.7,15.19M,-2.47%
2015年2月13日,89.05,88.2,89.3,87.65,14.67M,2.24%
2015年2月12日,87.1,85.6,88.3,85.55,15.18M,1.28%
2015年2月11日,86,87.58,87.7,85.82,12.39M,-1.44%
2015年2月10日,87.26,87.01,87.47,86.52,12.04M,1.47%
2015年2月9日,86,85.83,86.75,85.47,12.11M,0.37%
2015年2月6日,85.68,87.11,87.4,85.42,17.63M,-1.52%
2015年2月5日,87,89.58,89.84,86.1,28.93M,-3.33%
2015年2月4日,90,90.99,91.88,89.48,14.64M,-0.67%
2015年2月3日,90.61,91.65,91.65,89.9,13.51M,0.53%
2015年2月2日,90.13,91.13,91.66,88.61,18.87M,1.18%
2015年1月30日,89.08,89.6,92,88.11,36.81M,-0.81%
2015年1月29日,89.81,90.53,90.74,87.36,76.56M,-8.78%
2015年1月28日,98.45,100.3,101.49,97.79,42.14M,-4.36%
2015年1月27日,102.94,102.89,103.57,100.58,15.66M,-1.01%
2015年1月26日,103.99,104.4,105.13,103.33,10.66M,0.85%
2015年1月23日,103.11,104.02,105.2,103.02,9.87M,-0.86%
2015年1月22日,104,104.6,104.92,103.1,11.43M,0.69%
2015年1月21日,103.29,100.75,103.86,100.32,15.19M,3.25%
2015年1月20日,100.04,98.3,100.21,97.59,12.11M,3.25%
2015年1月16日,96.89,96.09,97.8,95.52,13.33M,0.60%
2015年1月15日,96.31,99.67,100.14,96.02,18.26M,-3.28%
2015年1月14日,99.58,99.28,100.18,98.06,17.81M,-1.18%
2015年1月13日,100.77,102.59,102.85,100.01,11.29M,-0.84%
2015年1月12日,101.62,103.2,103.36,101.21,8.00M,-1.36%
2015年1月9日,103.02,105.24,105.3,102.89,10.22M,-1.91%
2015年1月8日,105.03,102.95,105.34,102.68,12.94M,2.84%
2015年1月7日,102.13,104.59,104.74,102.03,11.05M,-1.15%
2015年1月6日,103.32,101.25,103.85,100.11,15.72M,2.30%
2015年1月5日,101,102.76,103.02,99.9,18.34M,-2.51%
2015年1月2日,103.6,104.24,104.72,102.52,12.30M,-0.33%
2014年12月31日,103.94,106.46,106.47,103.69,10.28M,-1.71%
2014年12月30日,105.75,105.64,106.71,105.13,10.21M,-0.22%
2014年12月29日,105.98,105.95,107.66,105.64,8.07M,0.03%
2014年12月26日,105.95,105.99,106.94,105.5,6.53M,0.00%
2014年12月24日,105.95,105.68,107.21,105.6,5.87M,0.41%
2014年12月23日,105.52,108.3,108.47,103.88,19.10M,-2.99%
2014年12月22日,108.77,110.63,110.98,108.53,13.04M,-1.70%
2014年12月19日,110.65,109.93,110.65,108.04,14.86M,1.28%
2014年12月18日,109.25,110.58,111.2,108.26,22.79M,0.21%
2014年12月17日,109.02,107.11,109.19,106.28,17.31M,3.07%
2014年12月16日,105.77,103.75,107.68,103.7,21.70M,1.02%
2014年12月15日,104.7,106.39,107.77,103.7,16.52M,-0.39%
2014年12月12日,105.11,104.7,107.45,104.18,14.54M,0.13%
2014年12月11日,104.97,104.44,106.84,104.29,15.68M,1.05%
2014年12月10日,103.88,107.09,107.38,103.51,18.47M,-3.35%
2014年12月9日,107.48,102.27,107.95,101.2,24.87M,2.29%
2014年12月8日,105.07,105.97,107.4,104.21,19.22M,-2.62%
2014年12月5日,107.9,109.6,110.35,107.76,12.15M,-1.16%
2014年12月4日,109.17,110.1,110.5,108.91,10.86M,-1.33%
2014年12月3日,110.64,110.4,111.68,108.8,16.22M,0.68%
2014年12月2日,109.89,107.35,110,106.61,18.79M,3.68%
2014年12月1日,105.99,110.02,110.05,103.9,38.46M,-5.06%
2014年11月28日,111.64,113.14,113.23,111.11,8.08M,-0.91%
2014年11月26日,112.67,113.33,113.74,112.33,11.83M,-0.71%
2014年11月25日,113.47,114.94,115.17,112.33,23.48M,-0.40%
2014年11月24日,113.92,112,113.93,111.55,20.65M,2.88%
2014年11月21日,110.73,113.21,113.5,110.44,27.43M,0.83%
2014年11月20日,109.82,107.81,112.44,107.26,36.49M,0.92%
2014年11月19日,108.82,109.83,110.68,107.22,46.84M,-1.80%
2014年11月18日,110.81,114.33,114.38,110.41,41.10M,-3.01%
2014年11月17日,114.25,115.44,115.63,113.13,22.57M,-0.74%
2014年11月14日,115.1,115.06,115.39,113.35,29.85M,0.23%
2014年11月13日,114.84,119.3,120,114.55,62.16M,-2.84%
2014年11月12日,118.2,115.05,119.07,114.02,53.91M,3.20%
2014年11月11日,114.54,117.25,117.55,113.69,71.15M,-3.87%
2014年11月10日,119.15,117.27,119.45,115.2,75.97M,4.01%
2014年11月7日,114.56,112.93,114.77,111.75,51.46M,2.68%
2014年11月6日,111.57,109.3,111.7,107.21,33.61M,2.67%
2014年11月5日,108.67,108.48,110.14,106.48,48.34M,2.45%
2014年11月4日,106.07,100.42,106.36,99.51,67.81M,4.19%
2014年11月3日,101.8,99.67,102.8,99.05,41.30M,3.25%
2014年10月31日,98.6,100.1,100.22,98.14,18.13M,-0.13%
2014年10月30日,98.73,98.48,99.44,97.3,15.48M,0.43%
2014年10月29日,98.31,99.88,100,96.82,28.66M,-1.37%
2014年10月28日,99.68,99.84,100.67,98.61,32.13M,1.93%
2014年10月27日,97.79,97,98.85,96.3,28.30M,2.12%
2014年10月24日,95.76,95.07,98,94.78,32.13M,1.39%
2014年10月23日,94.45,92.92,94.7,92.82,20.64M,3.08%
2014年10月22日,91.63,92.25,93.5,91.01,20.36M,0.80%
2014年10月21日,90.9,89.1,92.5,88.5,23.24M,2.99%
2014年10月20日,88.26,88,89.5,87.86,9.89M,0.40%
2014年10月17日,87.91,90.4,90.9,87.67,17.36M,-1.06%
2014年10月16日,88.85,84.98,89.17,84.02,15.23M,3.80%
2014年10月15日,85.6,84.04,86.49,82.81,16.82M,0.77%
2014年10月14日,84.95,85.81,85.88,83.22,15.57M,-0.20%
2014年10月13日,85.12,86.85,86.89,84.92,14.85M,-0.88%
2014年10月10日,85.88,88.25,88.74,85.24,15.43M,-3.28%
2014年10月9日,88.79,88.51,90.35,88,21.51M,0.55%
2014年10月8日,88.3,88,88.5,87.06,10.26M,0.72%
2014年10月7日,87.67,87.95,89.7,87.06,12.79M,-0.72%
2014年10月6日,88.31,89.15,89.65,88.06,9.28M,0.24%
2014年10月3日,88.1,88.1,89.94,87.65,18.49M,1.19%
2014年10月2日,87.06,86.27,88.2,85.61,21.47M,1.11%
2014年10月1日,86.1,88.7,88.94,86.04,24.03M,-3.10%
2014年9月30日,88.85,89,90.88,88.46,24.42M,0.11%
2014年9月29日,88.75,89.62,89.7,88.02,25.30M,-1.89%
2014年9月26日,90.46,89.73,90.46,88.66,18.34M,1.73%
2014年9月25日,88.92,91.09,91.5,88.5,28.60M,-1.82%
2014年9月24日,90.57,88.47,90.57,87.22,32.09M,3.90%
2014年9月23日,87.17,88.94,90.48,86.62,39.01M,-3.03%
2014年9月22日,89.89,92.7,92.95,89.5,66.66M,-4.26%
