Open,High,Low,Close,Adj Close,Volume,rate,label
73.980003,75.760002,72.839996,75.620003,75.620003,22510800,0.0652,77.41999799999999
75.440002,77.41999799999999,75.129997,76.349998,76.349998,24819700,0.0097,82.790001
76.349998,82.790001,76.349998,79.440002,79.440002,50815800,0.0405,82.54499799999999
79.480003,82.54499799999999,79.199997,82.349998,82.349998,25027100,0.0366,82.529999
81.970001,82.529999,80.82,82.220001,82.220001,16431700,-0.0016,84.440002
82.699997,84.440002,82.599998,83.83000200000001,83.83000200000001,20740500,0.0196,84.83000200000001
83.519997,84.83000200000001,82.75,84.349998,84.349998,13827400,0.0062,84.589996
84.0,84.589996,83.129997,83.440002,83.440002,11641300,-0.0108,85.599998
84.449997,85.599998,84.029999,85.400002,85.400002,23728500,0.0235,86.41999799999999
85.220001,86.41999799999999,84.199997,85.379997,85.379997,20657200,-0.0002,86.349998
85.529999,86.349998,80.769997,83.610001,83.610001,38531000,-0.0207,83.470001
83.440002,83.470001,80.220001,81.379997,81.379997,19091500,-0.026699999999999998,82.43
81.099998,82.43,79.620003,81.43,81.43,22004400,0.0006,82.489998
82.279999,82.489998,78.120003,79.849998,79.849998,29636600,-0.0194,80.5
78.989998,80.5,78.449997,78.760002,78.760002,18839800,-0.0137,78.0
77.150002,78.0,75.639999,75.849998,75.849998,24235500,-0.0369,78.75
75.83000200000001,78.75,75.769997,78.300003,78.300003,17045500,0.0323,79.139999
78.900002,79.139999,77.470001,78.129997,78.129997,12471400,-0.0022,78.309998
78.25,78.309998,76.150002,77.690002,77.690002,16735400,-0.005600000000000001,79.150002
78.059998,79.150002,77.403,77.870003,77.870003,15692700,0.0023,80.785004
78.440002,80.785004,78.400002,79.949997,79.949997,21025800,0.026699999999999998,82.190002
80.449997,82.190002,79.970001,81.309998,81.309998,18766400,0.017,81.110001
80.849998,81.110001,79.269997,80.860001,80.860001,15283600,-0.0055000000000000005,82.675003
80.910004,82.675003,80.82,81.709999,81.709999,16330900,0.0105,81.410004
80.57,81.410004,79.275002,81.379997,81.379997,12599900,-0.004,84.470001
81.5,84.470001,81.379997,84.08000200000001,84.08000200000001,97914100,0.0332,84.389999
83.769997,84.389999,83.5,84.0,84.0,26235500,-0.001,85.82
84.269997,85.82,84.25,85.0,85.0,36611500,0.011899999999999999,85.099998
85.050003,85.099998,82.099998,82.589996,82.589996,23029200,-0.028399999999999998,85.0
82.58000200000001,85.0,82.41999799999999,84.849998,84.849998,15555000,0.0274,85.129997
84.800003,85.129997,84.199997,84.760002,84.760002,11875500,-0.0011,84.66999799999999
82.769997,84.66999799999999,82.610001,84.379997,84.379997,14667400,-0.0045000000000000005,85.199997
84.370003,85.199997,82.970001,83.41999799999999,83.41999799999999,21919200,-0.011399999999999999,84.339996
83.339996,84.339996,82.849998,84.33000200000001,84.33000200000001,10474700,0.0109,83.050003
82.849998,83.050003,79.42199699999999,79.739998,79.739998,20793600,-0.054400000000000004,80.760002
80.150002,80.760002,78.989998,80.57,80.57,12077700,0.0104,83.389999
81.059998,83.389999,80.900002,82.489998,82.489998,13054800,0.023799999999999998,85.050003
83.300003,85.050003,82.995003,84.629997,84.629997,16575600,0.0259,85.32
85.0,85.32,82.849998,83.559998,83.559998,13003000,-0.0126,83.75
83.199997,83.75,82.029999,82.650002,82.650002,12168700,-0.0109,83.730003
83.150002,83.730003,82.43,82.870003,82.870003,8094600,0.0027,85.099998
82.889999,85.099998,82.889999,84.839996,84.839996,12778200,0.023799999999999998,85.089996
85.050003,85.089996,83.720001,84.800003,84.800003,11238500,-0.0005,84.800003
84.559998,84.800003,83.410004,83.709999,83.709999,3775300,-0.0129,82.75
82.559998,82.75,81.519997,82.139999,82.139999,9319400,-0.018799999999999997,83.510002
82.5,83.510002,82.410004,83.260002,83.260002,6942700,0.013600000000000001,83.110001
82.949997,83.110001,81.5,81.68,81.68,6984300,-0.019,82.16999799999999
81.480003,82.16999799999999,81.25,81.269997,81.269997,6744500,-0.005,78.309998
78.18,78.309998,75.18,76.690002,76.690002,23066300,-0.0564,78.68
77.91999799999999,78.68,77.260002,78.629997,78.629997,14258900,0.0253,78.485001
77.120003,78.485001,76.970001,77.33000200000001,77.33000200000001,11569300,-0.0165,75.5
73.290001,75.5,71.540001,72.720001,72.720001,27288100,-0.0596,74.660004
74.33000200000001,74.660004,70.66999799999999,70.800003,70.800003,20814600,-0.0264,71.730003
71.290001,71.730003,69.019997,69.91999799999999,69.91999799999999,16961400,-0.0124,72.769997
71.449997,72.769997,71.0,72.68,72.68,13456000,0.0395,73.238998
72.769997,73.238998,70.220001,70.290001,70.290001,12480200,-0.0329,72.720001
70.290001,72.720001,68.269997,72.25,72.25,17719600,0.0279,71.0
68.699997,71.0,67.541,69.589996,69.589996,20722500,-0.0368,72.309998
71.940002,72.309998,69.809998,70.129997,70.129997,17421700,0.0078000000000000005,69.112
68.025002,69.112,65.339996,68.709999,68.709999,19464400,-0.0202,71.650002
68.779999,71.650002,67.143997,70.720001,70.720001,16576500,0.029300000000000003,73.339996
72.510002,73.339996,69.889999,70.370003,70.370003,15834700,-0.0049,70.800003
70.800003,70.800003,69.019997,69.720001,69.720001,14782800,-0.0092,70.190002
69.010002,70.190002,68.879997,69.769997,69.769997,11473300,0.0007000000000000001,71.41999799999999
